CustomerID,FirstName,LastName,DateOfBirth,Gender,Email,Phone,City,State,Country,JoinDate,LastPurchaseDate,TotalPurchases,TotalSpent,CustomerSegment,IsActive
N0165,Theodore,Mannan,2/2/1966,Female,theodore.mannan@gmail.com,8863339554,Delhi,Delhi,India,1/22/2023,8/15/2025,37,14206.05,Premium,0
N0166,Parth,Borde,10/27/1965,Female,parth.borde@gmail.com,9825377730,Chennai,Tamil Nadu,India,1/19/2025,11/22/2025,46,26957.74,Premium,1
N0167,Ishwar,Kota,10/20/1992,Male,ishwar.kota@gmail.com,6161578367,Delhi,Delhi,India,4/22/2022,3/19/2026,14,102788.63,VIP,1
N0168,Jonathan,Kuruvilla,9/12/2003,Male,jonathan.kuruvilla@gmail.com,9274295131,Chennai,Tamil Nadu,India,5/13/2022,12/21/2025,20,69414.56,VIP,0
N0169,Gautami,Samra,2/22/1997,Male,gautami.samra@gmail.com,7217286821,Madurai,Tamil Nadu,India,11/10/2024,2/7/2026,43,115084.63,VIP,0
N0170,Omya,Vaidya,8/29/1987,Female,omya.vaidya@gmail.com,9024652357,Chennai,Tamil Nadu,India,8/18/2024,10/17/2025,23,53835.76,VIP,0
N0171,Alka,Mammen,1/13/1981,Female,alka.mammen@gmail.com,7569503943,Chennai,Tamil Nadu,India,4/27/2024,12/9/2025,37,88454.05,VIP,1
N0172,Sachi,Keer,12/19/2002,Female,sachi.keer@gmail.com,6172747263,Mumbai,Maharashtra,India,5/21/2025,3/16/2026,41,28556.04,Premium,0
N0173,Reyansh,Mital,8/31/1973,Male,reyansh.mital@gmail.com,8846357229,Delhi,Delhi,India,4/4/2023,2/1/2026,12,80957.36,VIP,0
N0174,Harita,Patla,7/2/1978,Female,harita.patla@gmail.com,7816743392,Kolkata,West Bengal,India,2/12/2024,7/22/2025,20,117904.14,VIP,0
N0175,Ucchal,Venkataraman,8/15/1967,Female,ucchal.venkataraman@gmail.com,8851399327,Chennai,Tamil Nadu,India,7/26/2023,7/10/2025,15,12503.17,Regular,0
N0176,Mitesh,Raval,9/12/1969,Male,mitesh.raval@gmail.com,6799444470,Kolkata,West Bengal,India,2/23/2025,7/27/2025,8,20608.25,Premium,0
N0177,Logan,Warrior,8/16/1973,Female,logan.warrior@gmail.com,6864062576,Madurai,Tamil Nadu,India,10/22/2021,9/27/2025,35,118236.63,VIP,0
N0178,Janaki,Menon,9/27/1989,Male,janaki.menon@gmail.com,9000000177,Hyderabad,Telangana,India,9/11/2024,9/13/2025,18,57999.89,VIP,1
N0179,Orinder,Babu,2/1/1990,Female,orinder.babu@gmail.com,8173517175,Chennai,Tamil Nadu,India,11/23/2022,4/24/2026,40,75095.31,VIP,1
N0180,Janani,Modi,10/8/1966,Female,janani.modi@gmail.com,8084015767,Delhi,Tamil Nadu,India,5/14/2025,3/11/2026,49,72317.97,VIP,0
N0181,Omya,Batra,1/23/1990,Male,omya.batra@gmail.com,7440983041,Mumbai,Maharashtra,India,5/2/2024,4/17/2026,24,92172.87,VIP,0
N0182,Kala,Patla,10/21/1993,Female,kala.patla@gmail.com,8217954123,Madurai,Tamil Nadu,India,12/28/2021,3/2/2026,1,73659.44,VIP,1
N0183,Chameli,Khare,6/11/1986,Female,chameli.khare@gmail.com,6617852756,Pune,Maharashtra,India,5/29/2022,5/4/2026,39,62272.85,VIP,1
N0184,Prisha,Konda,6/4/2002,Female,prisha.konda@gmail.com,7313183408,Delhi,Maharashtra,India,1/31/2023,9/25/2025,40,48384.79,VIP,0
N0185,Daksh,Vohra,7/7/1982,Female,daksh.vohra@gmail.com,7294844272,Pune,Maharashtra,India,5/29/2024,3/31/2026,41,17327.23,Premium,0
N0186,Rudra,Mital,9/1/1969,Male,rudra.mital@gmail.com,8374384916,Madurai,Tamil Nadu,India,9/19/2021,6/15/2026,27,105334.6,VIP,0
N0187,Zehaan,Mann,11/29/1973,Female,zehaan.mann@gmail.com,8349803344,Mumbai,Maharashtra,India,8/3/2022,6/7/2026,50,16282.34,Premium,0
N0188,Arin,Narula,3/11/1972,Male,arin.narula@gmail.com,9139269383,Kolkata,West Bengal,India,12/2/2021,7/15/2025,13,81715.41,VIP,1
N0189,Champak,Rana,1/26/1985,Male,champak.rana@gmail.com,7912984113,Kolkata,West Bengal,India,6/27/2021,3/1/2026,38,73169,VIP,0
N0190,Samuel,Naik,10/12/1970,Male,samuel.naik@gmail.com,9657526257,Hyderabad,Telangana,India,8/13/2022,1/9/2026,34,38775.02,Premium,1
N0191,Gunbir,Nagar,5/23/2000,Male,gunbir.nagar@gmail.com,8185518687,Hyderabad,Telangana,India,3/3/2025,3/10/2026,27,68743.26,VIP,0
N0192,Aryan,Dewan,2/27/1968,Male,aryan.dewan@gmail.com,7508447119,Madurai,Tamil Nadu,India,3/24/2023,10/24/2025,15,56885.55,VIP,1
N0193,Chanakya,Khalsa,4/1/1999,Male,chanakya.khalsa@gmail.com,7462260224,Chennai,Tamil Nadu,India,10/27/2022,12/2/2025,7,12840.37,Regular,1
N0194,Abhimanyu,Swamy,12/22/1973,Female,abhimanyu.swamy@gmail.com,7313707883,Hyderabad,Telangana,India,10/11/2021,10/7/2025,2,67569.5,VIP,1
N0195,Deepa,Subramanian,2/8/2006,Female,deepa.subramanian@gmail.com,6862881659,Delhi,Delhi,India,5/17/2023,12/20/2025,42,47974.61,VIP,0
N0196,Ira,Dass,4/18/2008,Female,ira.dass@gmail.com,6728396708,Pune,Maharashtra,India,11/13/2024,9/25/2025,28,29729.66,Premium,1
N0197,Wahab,Deshmukh,8/11/1964,Female,wahab.deshmukh@gmail.com,6180967766,Pune,Maharashtra,India,6/22/2022,12/25/2025,12,33664.64,Premium,0
N0198,Jackson,Shah,4/30/1979,Male,jackson.shah@gmail.com,7290934428,Chennai,Tamil Nadu,India,11/29/2024,8/3/2025,22,37445.23,Premium,1
N0199,Girindra,Tripathi,9/7/2006,Male,girindra.tripathi@gmail.com,9795024724,Kolkata,West Bengal,India,8/21/2023,3/2/2026,15,23291.84,Premium,1
N0200,Bachittar,Varughese,6/4/1991,Female,bachittar.varughese@gmail.com,9828637996,Pune,Maharashtra,India,8/17/2021,9/21/2025,45,88160.91,VIP,0
N0201,Arin,Nayar,5/5/1972,Male,arin.nayar@gmail.com,9161417196,Coimbatore,Tamil Nadu,India,8/16/2021,8/4/2025,35,8200.95,Regular,1
N0202,Faris,Dutta,10/18/1977,Female,faris.dutta@gmail.com,8796112804,Bangalore,Karnataka,India,3/5/2022,1/30/2026,27,33479.19,Premium,1
N0203,Qadim,Bajaj,9/17/1966,Male,qadim.bajaj@gmail.com,7625442860,Delhi,Tamil Nadu,India,1/1/2024,6/30/2025,4,103047.68,VIP,0
N0204,Meghana,Sarin,12/20/1983,Male,meghana.sarin@gmail.com,7608621063,Kolkata,West Bengal,India,6/5/2025,6/8/2026,17,75903.79,VIP,0
N0205,Balvan,Sha,8/24/1982,Female,balvan.sha@gmail.com,6444815836,Kolkata,West Bengal,India,2/13/2025,3/15/2025,42,57618.84,VIP,1
N0206,Radhika,Khurana,2/4/1983,Female,radhika.khurana@gmail.com,7684594112,Bangalore,Karnataka,India,5/26/2023,10/6/2025,2,58827.15,VIP,1
N0207,Kavya,Setty,9/19/1977,Male,kavya.setty@gmail.com,8696628430,Delhi,Delhi,India,1/3/2024,12/30/2025,11,100224.97,VIP,1
N0208,Farhan,Maharaj,8/21/1984,Male,farhan.maharaj@gmail.com,9931278521,Bangalore,Karnataka,India,5/30/2022,2/14/2026,39,52518.42,VIP,1
N0209,Kashish,Dass,4/15/2006,Male,kashish.dass@gmail.com,6555466541,Bangalore,Karnataka,India,2/22/2023,11/21/2025,21,59352.75,VIP,1
N0210,Tanmayi,Prakash,4/19/1996,Male,tanmayi.prakash@gmail.com,6132157457,Hyderabad,Telangana,India,12/5/2022,2/1/2026,40,41065.76,Premium,1
N0211,Lajita,Lata,9/7/2005,Male,lajita.lata@gmail.com,9732390254,Hyderabad,Telangana,India,11/25/2021,8/4/2025,2,65962.22,VIP,0
N0212,Tara,Wali,11/14/1989,Female,tara.wali@gmail.com,8876856104,Madurai,Tamil Nadu,India,2/12/2022,7/30/2025,3,18068.95,Premium,0
N0213,Jalsa,Morar,8/12/1984,Female,jalsa.morar213@example.com,8657250157,Pune,Maharashtra,India,3/10/2022,9/10/2025,38,18397.46,Premium,1
N0214,Logan,Dutta,2/24/1962,Female,logan.dutta@gmail.com,7365346103,Coimbatore,Tamil Nadu,India,6/29/2024,1/27/2026,12,14249.22,Premium,0
N0215,Idika,Verma,8/2/1979,Male,idika.verma215@example.com,6859914080,Delhi,Delhi,India,10/25/2024,7/6/2025,41,88767.66,VIP,0
N0216,Advik,Barman,1/9/1973,Male,advik.barman@gmail.com,9000000215,Pune,Maharashtra,India,12/9/2023,4/1/2026,43,103899.75,VIP,0
N0217,Pranit,Sibal,4/25/1975,Female,pranit.sibal@gmail.com,8638074981,Kolkata,West Bengal,India,7/7/2024,5/15/2026,20,46779.27,VIP,1
N0218,Chakradev,Kala,9/21/2001,Male,chakradev.kala@gmail.com,8933409862,Pune,Maharashtra,India,2/24/2025,11/27/2025,10,87897.32,VIP,0
N0219,Janya,Das,10/12/1973,Male,janya.das@gmail.com,8695319305,Coimbatore,Tamil Nadu,India,5/31/2023,12/29/2025,11,68165.18,VIP,0
N0220,Saksham,Padmanabhan,9/23/1974,Male,saksham.padmanabhan@gmail.com,9000000219,Kolkata,West Bengal,India,4/23/2022,9/26/2025,24,64229.27,VIP,1
N0221,Priya,Chaudhry,8/29/1986,Male,priya.chaudhry@gmail.com,7711656200,Chennai,Tamil Nadu,India,5/28/2022,10/11/2025,46,68570.85,VIP,0
N0222,Varenya,Pant,6/20/1961,Male,varenya.pant@gmail.com,8635356273,Chennai,Tamil Nadu,India,4/9/2022,1/17/2026,50,32758.17,Premium,1
N0223,Qabil,Loyal,1/6/1970,Male,qabil.loyal@gmail.com,7165565989,Delhi,Delhi,India,3/30/2025,1/25/2026,29,44829.08,VIP,1
N0224,Advika,Dora,11/27/1993,Female,advika.dora@gmail.com,7662827208,Hyderabad,Telangana,India,9/3/2024,4/17/2026,9,76047.86,VIP,1
N0225,Reyansh,Krishnan,4/3/1996,Male,reyansh.krishnan@gmail.com,6114165290,Pune,Maharashtra,India,1/23/2025,11/2/2025,2,90985.71,VIP,1
N0226,Lila,Gole,7/8/1983,Male,lila.gole@gmail.com,8596447992,Hyderabad,Telangana,India,2/11/2023,4/10/2026,46,115616.08,VIP,0
N0227,Geetika,Gulati,8/8/1978,Male,geetika.gulati@gmail.com,7819648545,Madurai,Tamil Nadu,India,11/26/2021,10/5/2025,12,45562.25,VIP,0
N0228,Nisha,Mukherjee,7/31/1988,Male,nisha.mukherjee@gmail.com,6325787792,Delhi,Delhi,India,10/5/2021,10/15/2025,3,95468.73,VIP,1
N0229,Veda,Dhaliwal,7/25/1992,Male,veda.dhaliwal229@example.com,6709061843,Madurai,Tamil Nadu,India,12/31/2022,3/12/2026,2,29717.3,Premium,1
N0230,Christopher,Kari,1/31/1996,Female,christopher.kari@gmail.com,12345,Hyderabad,Telangana,India,11/5/2021,10/28/2025,30,81174.36,VIP,0
N0231,Jairaj,Ratta,11/7/1973,Male,jairaj.ratta@gmail.com,7399744676,Coimbatore,Tamil Nadu,India,8/31/2023,12/29/2025,13,9771.79,Regular,0
N0232,Mitali,Singhal,3/17/1970,Male,mitali.singhal@gmail.com,6172767406,Delhi,Telangana,India,3/1/2023,6/15/2025,31,34245.37,Premium,1
N0233,Zashil,Palla,3/3/1965,Male,zashil.palla233@example.com,9359775339,Chennai,Tamil Nadu,India,11/13/2022,7/11/2025,35,93957.29,VIP,0
N0234,Netra,Hayer,6/14/2003,Male,netra.hayer@gmail.com,9024499418,Delhi,Tamil Nadu,India,5/24/2024,12/22/2025,25,21844.43,Premium,0
N0235,Zaid,Mann,9/16/1992,Male,zaid.mann@gmail.com,7384642419,Bangalore,Karnataka,India,2/18/2023,2/28/2026,19,26188.76,Premium,1
N0236,Rohan,Devan,1/12/1972,Male,rohan.devan@gmail.com,8516109608,Delhi,Delhi,India,1/3/2023,9/5/2025,8,38505.82,Premium,1
N0237,Ucchal,Bassi,12/10/2005,Male,ucchal.bassi@gmail.com,7034587504,Hyderabad,Telangana,India,6/6/2024,5/2/2026,14,49907.33,VIP,0
N0238,Charvi,Mittal,9/19/1971,Female,charvi.mittal@gmail.com,8547372696,Hyderabad,Telangana,India,6/27/2023,10/9/2025,18,30165.61,Premium,0
N0239,Wazir,Dalal,6/12/1980,Female,wazir.dalal@gmail.com,7767156581,Hyderabad,Telangana,India,6/8/2022,6/4/2026,32,70058.78,VIP,0
N0240,Hema,Rajan,7/30/1981,Female,hema.rajan@gmail.com,8591676764,Madurai,Tamil Nadu,India,9/7/2021,5/19/2026,13,10572.27,Regular,0
N0241,Vanya,Desai,4/11/2004,Male,vanya.desai@gmail.com,6216798150,Mumbai,Maharashtra,India,8/22/2021,8/8/2025,18,14434.24,Premium,1
N0242,Ikbal,Om,8/12/2006,Male,ikbal.om@gmail.com,6538319054,Delhi,Delhi,India,10/21/2021,3/15/2026,45,69625.99,VIP,1
N0243,Saumya,Chawla,12/10/1968,Male,saumya.chawla@gmail.com,8634499162,Hyderabad,Telangana,India,12/5/2022,3/2/2026,32,118076.33,VIP,0
N0244,Yamini,Khalsa,8/1/1987,Male,yamini.khalsa@gmail.com,8222909502,Chennai,Tamil Nadu,India,9/23/2022,10/2/2025,35,118365.3,VIP,0
N0245,Jagvi,Pall,5/1/1977,Female,jagvi.pall@gmail.com,6074861486,Hyderabad,Telangana,India,9/5/2022,7/20/2025,21,103210.92,VIP,0
N0246,Darsh,Deo,7/25/1986,Male,darsh.deo@gmail.com,6673856995,Pune,Maharashtra,India,8/14/2023,2/9/2026,37,38826.58,Premium,0
N0247,Bimala,Dara,2/3/1996,Male,bimala.dara@gmail.com,8820338714,Coimbatore,Tamil Nadu,India,3/29/2023,1/13/2026,28,91846.61,VIP,0
N0248,Bakhshi,Palla,12/29/1979,Male,bakhshi.palla@gmail.com,6073632453,Chennai,Tamil Nadu,India,2/11/2024,6/7/2026,24,60111.56,VIP,0
N0249,Aachal,Sule,8/12/1975,Female,aachal.sule@gmail.com,6744201437,Chennai,Tamil Nadu,India,6/3/2023,12/24/2025,16,35817.63,Premium,1
N0250,Neel,Sethi,11/18/1999,Female,neel.sethi@gmail.com,8192185563,Madurai,Tamil Nadu,India,2/1/2022,6/19/2025,29,21114.27,Premium,0
N0251,Mekhala,Loke,1/9/1976,Male,mekhala.loke@gmail.com,12345,Chennai,Tamil Nadu,India,1/29/2024,2/28/2024,25,19884.74,Premium,1
N0252,Dalbir,Chadha,3/19/2006,Female,dalbir.chadha@gmail.com,6507410190,Mumbai,Maharashtra,India,6/10/2022,9/24/2025,6,50536.61,VIP,1
N0253,Damyanti,Bahri,11/27/2005,Female,damyanti.bahri253@example.com,7851480216,Chennai,Tamil Nadu,India,5/7/2023,8/4/2025,15,50972.5,VIP,1
N0254,Gaurika,Sandhu,8/20/1980,Female,gaurika.sandhu@gmail.com,8068200968,Kolkata,West Bengal,India,5/15/2025,8/28/2025,29,81853.55,VIP,0
N0255,Bhavika,Chokshi,3/28/1975,Female,bhavika.chokshi@gmail.com,8325796096,Coimbatore,Tamil Nadu,India,11/30/2022,2/19/2026,30,75942.51,VIP,1
N0256,Janani,Parikh,2/28/1986,Male,janani.parikh@gmail.com,7625074354,Delhi,Delhi,India,4/1/2025,8/30/2025,14,31643.44,Premium,1
N0257,Chakradev,Ahluwalia,7/5/1972,Male,chakradev.ahluwalia@gmail.com,7160371916,Kolkata,West Bengal,India,2/7/2024,9/18/2025,14,105847.61,VIP,1
N0258,Eiravati,Pai,3/6/1990,Female,eiravati.pai@gmail.com,9427166163,Delhi,Delhi,India,6/11/2022,8/27/2025,5,7024.49,Regular,1
N0259,Nitara,Ramaswamy,1/6/1968,Male,nitara.ramaswamy@gmail.com,7014808146,Bangalore,Karnataka,India,10/5/2022,5/14/2026,13,51888.89,VIP,0
N0260,Nathan,Murthy,10/9/2001,Female,nathan.murthy@gmail.com,8414606959,Delhi,Delhi,India,5/11/2025,11/21/2025,30,25915.07,Premium,0
N0261,Vritti,Chhabra,4/4/1980,Female,vritti.chhabra@gmail.com,6528476373,Pune,Maharashtra,India,3/26/2025,6/4/2026,8,60705.69,VIP,1
N0262,Madhavi,Talwar,6/12/2006,Male,madhavi.talwar262@example.com,8668992732,Bangalore,Karnataka,India,1/5/2025,3/28/2026,46,5252.83,Regular,0
N0263,Ronith,Sen,9/2/2005,Male,ronith.sen@gmail.com,8780287861,Kolkata,West Bengal,India,3/2/2023,8/10/2025,1,113200.92,VIP,1
N0264,Advika,Lalla,12/12/1982,Male,advika.lalla@gmail.com,9838899532,Coimbatore,Tamil Nadu,India,8/29/2023,3/4/2026,14,36169.77,Premium,0
N0265,Charvi,Sha,2/21/1990,Male,charvi.sha@gmail.com,9444285385,Hyderabad,Telangana,India,12/1/2022,2/25/2026,18,97692.91,VIP,1
N0266,Naksh,Chhabra,12/20/1970,Male,naksh.chhabra@gmail.com,7326327255,Hyderabad,Telangana,India,7/1/2023,12/25/2025,10,111126.97,VIP,1
N0267,Nandini,Pillai,12/5/1989,Female,nandini.pillai@gmail.com,8421593557,Coimbatore,Tamil Nadu,India,4/28/2023,3/26/2026,14,104952.12,VIP,0
N0268,Chatura,Sem,5/31/1984,Male,chatura.sem@gmail.com,7997913915,Mumbai,Maharashtra,India,8/6/2022,4/15/2026,27,84963.76,VIP,1
N0269,Ria,Raju,6/6/1984,Female,ria.raju@gmail.com,6373341092,Kolkata,West Bengal,India,9/22/2022,7/22/2025,3,30080.66,Premium,0
N0270,Upkaar,Jhaveri,7/26/1967,Female,upkaar.jhaveri@gmail.com,7725305298,Madurai,Tamil Nadu,India,10/19/2022,4/17/2026,15,68688.33,VIP,1
N0271,Chakradhar,Bains,5/14/1984,Male,chakradhar.bains@gmail.com,9650366026,Mumbai,Maharashtra,India,1/7/2022,8/28/2025,49,50819.07,VIP,1
N0272,Wridesh,Saraf,2/24/1994,Female,wridesh.saraf@gmail.com,9000000271,Pune,Maharashtra,India,6/17/2024,9/7/2025,42,18705.41,Premium,1
N0273,Unnati,Wagle,7/25/1963,Male,unnati.wagle@gmail.com,8228132784,Madurai,Tamil Nadu,India,11/11/2023,10/7/2025,20,68502.66,VIP,1
N0274,Aadi,Tiwari,10/28/2003,Female,aadi.tiwari@gmail.com,6956748384,Delhi,Delhi,India,4/16/2025,10/13/2025,39,56516.86,VIP,1
N0275,Om,Venkataraman,5/6/1985,Male,om.venkataraman@gmail.com,6152888807,Kolkata,West Bengal,India,2/21/2024,10/12/2025,41,88414.87,VIP,0
N0276,Kamya,Hans,5/4/1968,Male,kamya.hans@gmail.com,6070894212,Pune,Maharashtra,India,3/15/2024,4/14/2024,47,87915.62,VIP,1
N0277,Nirja,Banerjee,4/20/1964,Female,nirja.banerjee277@example.com,9244009989,Bangalore,Karnataka,India,2/2/2023,6/6/2026,40,59313.56,Regular,1
N0278,Anjali,Palla,2/2/2000,Male,anjali.palla@gmail.com,6720024008,Chennai,Tamil Nadu,India,12/30/2022,11/27/2025,37,86499.55,VIP,1
N0279,Baljiwan,Bakshi,12/5/2003,Female,baljiwan.bakshi@gmail.com,9928032597,Mumbai,Maharashtra,India,8/9/2024,5/11/2026,17,59313.56,Regular,1
N0280,Aadhya,Chakrabarti,3/14/1986,Male,aadhya.chakrabarti@gmail.com,7382111967,Chennai,Tamil Nadu,India,11/4/2023,11/17/2025,4,71831.71,VIP,1
N0281,Lipika,Edwin,8/11/1974,Male,lipika.edwin@gmail.com,8010892589,Pune,Maharashtra,India,8/10/2024,5/12/2026,23,11233.56,Regular,1
N0282,Nathaniel,Dani,7/13/1985,Male,nathaniel.dani@gmail.com,6209262790,Madurai,Tamil Nadu,India,11/17/2021,9/24/2025,50,59313.56,Premium,0
N0283,Bimala,Sarraf,2/12/1978,Male,bimala.sarraf@gmail.com,7102170699,Hyderabad,Telangana,India,6/1/2024,7/3/2025,24,63650.93,VIP,1
N0284,Libni,Sarin,5/9/1991,Female,libni.sarin@gmail.com,9267398042,Mumbai,Maharashtra,India,9/11/2021,10/19/2025,48,39763.78,Premium,1
N0285,Vidhi,Sarin,8/28/1962,Female,vidhi.sarin285@example.com,7620284422,Madurai,Tamil Nadu,India,2/10/2024,7/11/2025,1,7812.34,Regular,0
N0286,Yachana,Shere,11/3/1996,Male,yachana.shere@gmail.com,8624208768,Mumbai,Maharashtra,India,2/3/2024,6/26/2025,11,59313.56,Premium,0
N0287,Saumya,Choudhry,9/9/1981,Female,saumya.choudhry@gmail.com,9708972624,Mumbai,Maharashtra,India,1/1/2025,5/31/2026,40,78170.3,VIP,0
N0288,William,Saha,10/6/2003,Female,william.saha@gmail.com,7497576974,Madurai,Tamil Nadu,India,10/24/2021,5/10/2026,42,81234.64,VIP,0
N0289,Yasti,Gour,3/22/1968,Female,yasti.gour@gmail.com,7416752241,Kolkata,West Bengal,India,12/28/2024,8/23/2025,39,18748.01,Premium,1
N0290,Oscar,Kapoor,12/26/1966,Female,oscar.kapoor@gmail.com,6264066432,Pune,Maharashtra,India,1/10/2023,9/18/2025,11,4752.3,Regular,0
N0291,Tejas,Garg,4/8/1986,Male,tejas.garg@gmail.com,9555229939,Delhi,Delhi,India,5/16/2024,11/12/2025,39,1245.2,New,0
N0292,Shravya,Muni,10/1/1981,Female,shravya.muni@gmail.com,9302166931,Pune,Maharashtra,India,2/27/2024,6/27/2025,15,11235.96,Regular,1
N0293,Naksh,Vig,5/6/1986,Male,naksh.vig@gmail.com,6651996437,Chennai,Tamil Nadu,India,2/17/2024,2/21/2026,36,43540.75,VIP,0
N0294,Jhalak,Mandal,1/10/1965,Male,jhalak.mandal@gmail.com,9766147105,Hyderabad,Telangana,India,4/9/2025,9/3/2025,18,118048.14,VIP,0
N0295,Jeet,Chhabra,10/21/1978,Male,jeet.chhabra@gmail.com,7186644823,Mumbai,Maharashtra,India,8/10/2024,8/29/2025,43,105717.32,VIP,1
N0296,Yashodhara,Batra,3/10/1976,Male,yashodhara.batra@gmail.com,8054575217,Pune,Maharashtra,India,8/6/2021,11/28/2025,9,111622.74,VIP,0
N0297,Samarth,Prabhakar,6/26/2001,Female,samarth.prabhakar@gmail.com,6197590203,Delhi,Delhi,India,8/10/2023,7/15/2025,34,54859.44,VIP,1
N0298,Lucky,Sunder,9/8/1983,Female,lucky.sunder@gmail.com,9371728017,Delhi,Delhi,India,5/7/2023,2/22/2026,16,21497.59,Premium,1
N0299,Oliver,Murthy,12/2/2007,Female,oliver.murthy@gmail.com,8896002535,Delhi,Delhi,India,10/24/2021,8/17/2025,39,5434.81,Regular,0
N0300,Balhaar,Radhakrishnan,11/14/1985,Male,balhaar.radhakrishnan@gmail.com,7133349089,Madurai,Tamil Nadu,India,8/21/2024,2/19/2026,8,49245.24,VIP,1
N0301,Laksh,Tak,2/20/1968,Female,laksh.tak@gmail.com,6748882712,Pune,Maharashtra,India,11/7/2021,10/1/2025,36,79636.37,VIP,0
N0302,Yagnesh,Deol,9/1/1980,Male,yagnesh.deol@gmail.com,6373392659,Delhi,Delhi,India,8/28/2022,2/3/2026,2,67585.53,VIP,1
N0303,Kevin,Badami,6/8/1975,Male,kevin.badami@gmail.com,9452845245,Bangalore,Karnataka,India,1/22/2023,10/16/2025,0,111661.95,VIP,1
N0304,Rachita,Kumar,11/26/2006,Male,rachita.kumar@gmail.com,7831994171,Delhi,Delhi,India,3/18/2022,11/1/2025,4,63461.75,VIP,1
N0305,Yamini,Pandya,6/12/1967,Male,yamini.pandya@gmail.com,6599172250,Pune,Maharashtra,India,10/5/2022,5/18/2026,19,108883.66,VIP,1
N0306,Atharv,Dugar,12/8/1963,Male,atharv.dugar@gmail.com,7266987023,Pune,Maharashtra,India,2/7/2024,1/24/2026,50,85880,VIP,1
N0307,Jagrati,Baral,8/14/1981,Female,jagrati.baral@gmail.com,8251923696,Delhi,Delhi,India,3/12/2025,10/29/2025,30,72547.32,VIP,1
N0308,Vyanjana,Halder,3/23/1971,Female,vyanjana.halder@gmail.com,6308339554,Kolkata,West Bengal,India,3/24/2022,3/14/2026,37,54097.5,VIP,0
N0309,Charita,Gera,12/5/1992,Male,charita.gera@gmail.com,9488696516,Kolkata,West Bengal,India,8/21/2021,5/9/2026,7,96156.03,VIP,1
N0310,Liam,Arora,5/19/1966,Female,liam.arora@gmail.com,7045573419,Coimbatore,Tamil Nadu,India,12/21/2022,3/24/2026,2,68611.79,VIP,0
N0311,Onkar,Bal,2/17/1993,Male,onkar.bal@gmail.com,6408006854,Delhi,Delhi,India,12/16/2021,2/1/2026,2,45918.57,VIP,1
N0312,Watika,Minhas,12/13/1977,Male,watika.minhas@gmail.com,7679793357,Hyderabad,Telangana,India,6/30/2024,2/1/2026,14,67560.18,VIP,1
N0313,Nisha,Manda,2/24/1974,Female,nisha.manda@gmail.com,7355995695,Pune,Maharashtra,India,8/20/2024,4/10/2026,9,8239.58,Regular,1
N0314,Indali,Loyal,12/24/1968,Male,indali.loyal@gmail.com,9000000313,Madurai,Tamil Nadu,India,2/11/2022,9/30/2025,24,6570.72,Regular,0
N0315,Imaran,Kata,3/15/1973,Female,imaran.kata@gmail.com,8303953132,Hyderabad,Telangana,India,10/19/2022,8/19/2025,32,74497.33,VIP,1
N0316,Aarush,Raman,6/30/1975,Female,aarush.raman@gmail.com,9657505813,Kolkata,West Bengal,India,8/15/2024,10/10/2025,19,59313.56,VIP,1
N0317,Aarini,Zachariah,2/9/1982,Female,aarini.zachariah@gmail.com,7581026462,Pune,Maharashtra,India,5/21/2022,9/14/2025,1,103236.85,VIP,0
N0318,Hredhaan,Dutt,6/23/1967,Female,hredhaan.dutt@gmail.com,7864102791,Coimbatore,Tamil Nadu,India,10/25/2024,2/15/2026,14,119378.52,VIP,0
N0319,Harsh,Vora,6/26/1981,Male,harsh.vora@gmail.com,8596793620,Pune,Maharashtra,India,4/27/2025,6/25/2025,13,115802.37,VIP,0
N0320,Shaurya,Kakar,12/1/1971,Female,shaurya.kakar320@example.com,8685341898,Madurai,Tamil Nadu,India,12/31/2024,7/14/2025,33,96355.82,VIP,1
N0321,Brinda,Mani,11/27/1980,Female,brinda.mani@gmail.com,9555632315,Pune,Maharashtra,India,8/14/2022,3/10/2026,4,74976.7,VIP,1
N0322,Manya,Dalal,4/3/1983,Female,manya.dalal@gmail.com,6990420884,Pune,Maharashtra,India,11/28/2022,1/7/2026,15,58648.52,VIP,1
N0323,Nikita,Mammen,2/26/2003,Male,nikita.mammen@gmail.com,8951692981,Kolkata,West Bengal,India,9/21/2024,7/24/2025,7,78033.58,VIP,0
N0324,Hemang,Dutta,10/18/1995,Male,hemang.dutta@gmail.com,9698110130,Mumbai,Maharashtra,India,2/9/2024,11/29/2025,1,42658.87,Premium,1
N0325,Yochana,Bali,8/30/1980,Female,yochana.bali@gmail.com,6442285701,Chennai,Tamil Nadu,India,6/3/2024,9/16/2025,28,76622.88,VIP,0
N0326,Chanakya,Samra,8/10/1990,Male,chanakya.samra@gmail.com,8185554012,Delhi,Delhi,India,6/9/2022,6/6/2026,48,2912.37,New,1
N0327,Kritika,Vasa,6/27/1978,Male,kritika.vasa@gmail.com,6679974854,Pune,Maharashtra,India,3/25/2025,4/24/2025,9,2298.69,New,0
N0328,Krishna,Borra,10/25/1963,Male,krishna.borra328@example.com,9001550352,Pune,Maharashtra,India,11/4/2024,8/27/2025,12,63232.75,VIP,0
N0329,Turvi,Salvi,7/2/1971,Male,turvi.salvi@gmail.com,9604518733,Delhi,Delhi,India,7/12/2024,3/11/2026,3,32403.35,Premium,1
