"CustomerId";"FirstName";"LastName";"DateOfBIrth";"Gender";"Email";"Phone";"City";"State";"Country";"JoinDate";"LastPurchaseDate";"TotalPurchases";"TotalSpent";"CustomerSegment";"IsActive";"customer_age";"Avg_Spent"
"N0134";"tripti";"bora";"2001-01-17";"Male";"tripti.bora@gmail.com";"9267079475";"Hyderabad";"Telangana";"India";"2023-08-24";"2025-08-31";1;5894.69;"Regular";"0";25;5894.69
"N0135";"ekani";"baral";"2000-07-04";"Male";"ekani.baral@gmail.com";"6860142463";"Kolkata";"West Bengal";"India";"2024-04-28";"2026-05-20";44;96962.45;"VIP";"0";25;2203.69
"N0136";"siddharth";"sama";"1975-04-10";"Female";"siddharth.sama@gmail.com";"9559466869";"Delhi";"Delhi";"India";"2022-11-14";"2025-07-12";50;42469.32;"Premium";"0";51;849.39
"N0137";"warjas";"raja";"2000-05-23";"Female";"warjas.raja@gmail.com";"9000000136";"Delhi";"Delhi";"India";"2024-01-01";"2026-02-03";40;75360.23;"VIP";"0";26;1884.01
"N0138";"samarth";"kapoor";"1989-08-19";"Female";"samarth.kapoor138@example.com";"9964508012";"Hyderabad";"Telangana";"India";"2025-01-05";"2025-09-21";42;89268.36;"VIP";"1";36;2125.44
"N0139";"megha";"balan";"1990-01-07";"Male";"megha.balan@gmail.com";"7454016866";"Bangalore";"Karnataka";"India";"2025-03-10";"2026-04-23";13;69308.69;"VIP";"0";36;5331.44
"N0140";"darpan";"kurian";"1995-06-11";"Female";"darpan.kurian@gmail.com";"7401789936";"Bangalore";"Karnataka";"India";"2024-03-06";"2026-04-27";42;66978.17;"VIP";"0";31;1594.72
"N0141";"yashodhara";"bala";"1991-05-27";"Male";"yashodhara.bala@gmail.com";"9272343013";"Bangalore";"Karnataka";"India";"2023-01-14";"2026-01-12";38;4892.68;"Regular";"0";35;128.75
"N0142";"jasmit";"parmer";"1970-07-17";"Male";"jasmit.parmer@gmail.com";"6247624032";"Madurai";"Tamil Nadu";"India";"2024-01-27";"2025-09-30";14;16730.0;"Premium";"0";55;1195.0
"N0143";"priya";"walia";"1998-10-18";"Male";"priya.walia@gmail.com";"9211963527";"Hyderabad";"Telangana";"India";"2023-04-17";"2025-07-16";41;4649.47;"Regular";"0";27;113.4
"N0144";"falan";"jhaveri";"2000-10-30";"Male";"falan.jhaveri@gmail.com";"8734360817";"Kolkata";"West Bengal";"India";"2022-05-11";"2025-11-24";22;75077.85;"VIP";"0";25;3412.63
"N0145";"gautam";"magar";"1969-03-14";"Male";"gautam.magar@gmail.com";"7699997973";"Mumbai";"Maharashtra";"India";"2022-05-16";"2026-03-02";12;100907.65;"VIP";"1";57;8408.97
"N0146";"jeet";"kumar";"1994-06-22";"Male";"jeet.kumar@gmail.com";"8930530357";"Chennai";"Tamil Nadu";"India";"2022-04-14";"2026-01-16";10;91650.21;"VIP";"0";31;9165.02
"N0147";"om";"sami";"1975-07-06";"Male";"om.sami@gmail.com";"9698731793";"Mumbai";"Maharashtra";"India";"2024-11-24";"2025-12-06";33;42392.76;"Premium";"1";50;1284.63
"N0148";"advay";"tiwari";"1978-04-19";"Female";"advay.tiwari@gmail.com";"6693489267";"Mumbai";"Maharashtra";"India";"2024-09-23";"2026-05-26";33;100054.57;"VIP";"0";48;3031.96
"N0149";"rishi";"tandon";"1975-06-01";"Male";"rishi.tandon@gmail.com";"8357475244";"Mumbai";"Maharashtra";"India";"2022-03-06";"2026-04-19";13;35617.18;"Premium";"1";51;2739.78
"N0150";"krishna";"bhatia";"2003-08-03";"Male";"krishna.bhatia@gmail.com";"7063060048";"Bangalore";"Karnataka";"India";"2024-04-25";"2026-06-12";24;64386.02;"VIP";"1";22;2682.75
"N0151";"dhriti";"parekh";"1999-01-24";"Male";"dhriti.parekh@gmail.com";"9182913238";"Coimbatore";"Tamil Nadu";"India";"2022-01-21";"2025-12-25";4;72371.86;"VIP";"1";27;18092.97
"N0152";"vedhika";"peri";"1970-06-13";"Female";"vedhika.peri@gmail.com";"8737359721";"Madurai";"Tamil Nadu";"India";"2025-04-19";"2025-07-23";44;71903.35;"VIP";"1";56;1634.17
"N0153";"bachittar";"kamdar";"1971-09-30";"Male";"bachittar.kamdar@gmail.com";"6684584320";"Mumbai";"Maharashtra";"India";"2022-10-10";"2025-09-21";16;30473.84;"Premium";"1";54;1904.62
"N0154";"darsh";"murthy";"1970-01-09";"Female";"darsh.murthy@gmail.com";"8579403125";"Mumbai";"Maharashtra";"India";"2021-11-02";"2025-12-25";36;5578.71;"Regular";"0";56;154.96
"N0155";"krisha";"dani";"1985-08-25";"Female";"krisha.dani@gmail.com";"8994824365";"Madurai";"Tamil Nadu";"India";"2024-09-05";"2026-01-31";19;58217.45;"VIP";"1";40;3064.08
"N0156";"lipika";"lad";"2000-03-18";"Male";"lipika.lad@gmail.com";"7414107549";"Chennai";"Tamil Nadu";"India";"2022-05-04";"2026-02-15";27;102761.15;"VIP";"0";26;3805.97
"N0157";"mason";"chhabra";"1997-05-28";"Female";"mason.chhabra@gmail.com";"9291247650";"Bangalore";"Karnataka";"India";"2024-09-23";"2025-12-13";11;103056.42;"VIP";"1";29;9368.77
"N0158";"mekhala";"datta";"1982-01-14";"Female";"mekhala.datta@gmail.com";"9922904894";"Pune";"Maharashtra";"India";"2025-01-14";"2026-02-24";41;2004.99;"New";"1";44;48.9
"N0159";"ranveer";"chaudhuri";"1970-05-11";"Female";"ranveer.chaudhuri@gmail.com";"7553143387";"Coimbatore";"Tamil Nadu";"India";"2023-10-30";"2025-09-20";27;17649.72;"Premium";"1";56;653.69
"N0160";"bahadurjit";"bandi";"2000-06-01";"Male";"bahadurjit.bandi@gmail.com";"6128052728";"Kolkata";"West Bengal";"India";"2022-04-03";"2026-05-04";5;113200.92;"VIP";"1";26;22640.18
"N0161";"jason";"dube";"1992-09-01";"Male";"jason.dube@gmail.com";"9475267155";"Delhi";"Tamil Nadu";"India";"2024-08-11";"2026-03-23";9;2779.69;"New";"1";33;308.85
"N0162";"pratyush";"jani";"1993-03-14";"Male";"pratyush.jani@gmail.com";"6833442368";"Chennai";"Tamil Nadu";"India";"2025-04-14";"2025-12-27";35;49125.16;"VIP";"0";33;1403.58
"N0163";"veer";"murty";"1985-07-01";"Female";"veer.murty@gmail.com";"8739460953";"Kolkata";"West Bengal";"India";"2024-07-23";"2025-11-09";17;93133.82;"VIP";"0";40;5478.46
"N0164";"gunbir";"jaggi";"1985-12-03";"Female";"gunbir.jaggi@gmail.com";"7069381464";"Delhi";"Delhi";"India";"2021-12-05";"2026-03-22";17;43212.4;"VIP";"0";40;2541.91
"N0165";"theodore";"mannan";"1966-02-02";"Female";"theodore.mannan@gmail.com";"8863339554";"Delhi";"Delhi";"India";"2023-01-22";"2025-08-15";37;14206.05;"Premium";"0";60;383.95
"N0166";"parth";"borde";"1965-10-27";"Female";"parth.borde@gmail.com";"9825377730";"Chennai";"Tamil Nadu";"India";"2025-01-19";"2025-11-22";46;26957.74;"Premium";"1";60;586.04
"N0167";"ishwar";"kota";"1992-10-20";"Male";"ishwar.kota@gmail.com";"6161578367";"Delhi";"Delhi";"India";"2022-04-22";"2026-03-19";14;102788.63;"VIP";"1";33;7342.05
"N0168";"jonathan";"kuruvilla";"2003-09-12";"Male";"jonathan.kuruvilla@gmail.com";"9274295131";"Chennai";"Tamil Nadu";"India";"2022-05-13";"2025-12-21";20;69414.56;"VIP";"0";22;3470.73
"N0169";"gautami";"samra";"1997-02-22";"Male";"gautami.samra@gmail.com";"7217286821";"Madurai";"Tamil Nadu";"India";"2024-11-10";"2026-02-07";43;115084.63;"VIP";"0";29;2676.39
"N0170";"omya";"vaidya";"1987-08-29";"Female";"omya.vaidya@gmail.com";"9024652357";"Chennai";"Tamil Nadu";"India";"2024-08-18";"2025-10-17";23;53835.76;"VIP";"0";38;2340.69
"N0171";"alka";"mammen";"1981-01-13";"Female";"alka.mammen@gmail.com";"7569503943";"Chennai";"Tamil Nadu";"India";"2024-04-27";"2025-12-09";37;88454.05;"VIP";"1";45;2390.65
"N0172";"sachi";"keer";"2002-12-19";"Female";"sachi.keer@gmail.com";"6172747263";"Mumbai";"Maharashtra";"India";"2025-05-21";"2026-03-16";41;28556.04;"Premium";"0";23;696.49
"N0173";"reyansh";"mital";"1973-08-31";"Male";"reyansh.mital@gmail.com";"8846357229";"Delhi";"Delhi";"India";"2023-04-04";"2026-02-01";12;80957.36;"VIP";"0";52;6746.45
"N0174";"harita";"patla";"1978-07-02";"Female";"harita.patla@gmail.com";"7816743392";"Kolkata";"West Bengal";"India";"2024-02-12";"2025-07-22";20;117904.14;"VIP";"0";47;5895.21
"N0175";"ucchal";"venkataraman";"1967-08-15";"Female";"ucchal.venkataraman@gmail.com";"8851399327";"Chennai";"Tamil Nadu";"India";"2023-07-26";"2025-07-10";15;12503.17;"Regular";"0";58;833.54
"N0176";"mitesh";"raval";"1969-09-12";"Male";"mitesh.raval@gmail.com";"6799444470";"Kolkata";"West Bengal";"India";"2025-02-23";"2025-07-27";8;20608.25;"Premium";"0";56;2576.03
"N0177";"logan";"warrior";"1973-08-16";"Female";"logan.warrior@gmail.com";"6864062576";"Madurai";"Tamil Nadu";"India";"2021-10-22";"2025-09-27";35;118236.63;"VIP";"0";52;3378.19
"N0178";"janaki";"menon";"1989-09-27";"Male";"janaki.menon@gmail.com";"9000000177";"Hyderabad";"Telangana";"India";"2024-09-11";"2025-09-13";18;57999.89;"VIP";"1";36;3222.22
"N0179";"orinder";"babu";"1990-02-01";"Female";"orinder.babu@gmail.com";"8173517175";"Chennai";"Tamil Nadu";"India";"2022-11-23";"2026-04-24";40;75095.31;"VIP";"1";36;1877.38
"N0180";"janani";"modi";"1966-10-08";"Female";"janani.modi@gmail.com";"8084015767";"Delhi";"Tamil Nadu";"India";"2025-05-14";"2026-03-11";49;72317.97;"VIP";"0";59;1475.88
"N0181";"omya";"batra";"1990-01-23";"Male";"omya.batra@gmail.com";"7440983041";"Mumbai";"Maharashtra";"India";"2024-05-02";"2026-04-17";24;92172.87;"VIP";"0";36;3840.54
"N0182";"kala";"patla";"1993-10-21";"Female";"kala.patla@gmail.com";"8217954123";"Madurai";"Tamil Nadu";"India";"2021-12-28";"2026-03-02";1;73659.44;"VIP";"1";32;73659.44
"N0183";"chameli";"khare";"1986-06-11";"Female";"chameli.khare@gmail.com";"6617852756";"Pune";"Maharashtra";"India";"2022-05-29";"2026-05-04";39;62272.85;"VIP";"1";40;1596.74
"N0184";"prisha";"konda";"2002-06-04";"Female";"prisha.konda@gmail.com";"7313183408";"Delhi";"Maharashtra";"India";"2023-01-31";"2025-09-25";40;48384.79;"VIP";"0";24;1209.62
"N0185";"daksh";"vohra";"1982-07-07";"Female";"daksh.vohra@gmail.com";"7294844272";"Pune";"Maharashtra";"India";"2024-05-29";"2026-03-31";41;17327.23;"Premium";"0";43;422.62
"N0186";"rudra";"mital";"1969-09-01";"Male";"rudra.mital@gmail.com";"8374384916";"Madurai";"Tamil Nadu";"India";"2021-09-19";"2026-06-15";27;105334.6;"VIP";"0";56;3901.28
"N0187";"zehaan";"mann";"1973-11-29";"Female";"zehaan.mann@gmail.com";"8349803344";"Mumbai";"Maharashtra";"India";"2022-08-03";"2026-06-07";50;16282.34;"Premium";"0";52;325.65
"N0188";"arin";"narula";"1972-03-11";"Male";"arin.narula@gmail.com";"9139269383";"Kolkata";"West Bengal";"India";"2021-12-02";"2025-07-15";13;81715.41;"VIP";"1";54;6285.8
"N0189";"champak";"rana";"1985-01-26";"Male";"champak.rana@gmail.com";"7912984113";"Kolkata";"West Bengal";"India";"2021-06-27";"2026-03-01";38;73169.0;"VIP";"0";41;1925.5
"N0190";"samuel";"naik";"1970-10-12";"Male";"samuel.naik@gmail.com";"9657526257";"Hyderabad";"Telangana";"India";"2022-08-13";"2026-01-09";34;38775.02;"Premium";"1";55;1140.44
"N0191";"gunbir";"nagar";"2000-05-23";"Male";"gunbir.nagar@gmail.com";"8185518687";"Hyderabad";"Telangana";"India";"2025-03-03";"2026-03-10";27;68743.26;"VIP";"0";26;2546.05
"N0192";"aryan";"dewan";"1968-02-27";"Male";"aryan.dewan@gmail.com";"7508447119";"Madurai";"Tamil Nadu";"India";"2023-03-24";"2025-10-24";15;56885.55;"VIP";"1";58;3792.37
"N0193";"chanakya";"khalsa";"1999-04-01";"Male";"chanakya.khalsa@gmail.com";"7462260224";"Chennai";"Tamil Nadu";"India";"2022-10-27";"2025-12-02";7;12840.37;"Regular";"1";27;1834.34
"N0194";"abhimanyu";"swamy";"1973-12-22";"Female";"abhimanyu.swamy@gmail.com";"7313707883";"Hyderabad";"Telangana";"India";"2021-10-11";"2025-10-07";2;67569.5;"VIP";"1";52;33784.75
"N0195";"deepa";"subramanian";"2006-02-08";"Female";"deepa.subramanian@gmail.com";"6862881659";"Delhi";"Delhi";"India";"2023-05-17";"2025-12-20";42;47974.61;"VIP";"0";20;1142.25
"N0196";"ira";"dass";"2008-04-18";"Female";"ira.dass@gmail.com";"6728396708";"Pune";"Maharashtra";"India";"2024-11-13";"2025-09-25";28;29729.66;"Premium";"1";18;1061.77
"N0197";"wahab";"deshmukh";"1964-08-11";"Female";"wahab.deshmukh@gmail.com";"6180967766";"Pune";"Maharashtra";"India";"2022-06-22";"2025-12-25";12;33664.64;"Premium";"0";61;2805.39
"N0198";"jackson";"shah";"1979-04-30";"Male";"jackson.shah@gmail.com";"7290934428";"Chennai";"Tamil Nadu";"India";"2024-11-29";"2025-08-03";22;37445.23;"Premium";"1";47;1702.06
"N0199";"girindra";"tripathi";"2006-09-07";"Male";"girindra.tripathi@gmail.com";"9795024724";"Kolkata";"West Bengal";"India";"2023-08-21";"2026-03-02";15;23291.84;"Premium";"1";19;1552.79
"N0200";"bachittar";"varughese";"1991-06-04";"Female";"bachittar.varughese@gmail.com";"9828637996";"Pune";"Maharashtra";"India";"2021-08-17";"2025-09-21";45;88160.91;"VIP";"0";35;1959.13
"N0201";"arin";"nayar";"1972-05-05";"Male";"arin.nayar@gmail.com";"9161417196";"Coimbatore";"Tamil Nadu";"India";"2021-08-16";"2025-08-04";35;8200.95;"Regular";"1";54;234.31
"N0202";"faris";"dutta";"1977-10-18";"Female";"faris.dutta@gmail.com";"8796112804";"Bangalore";"Karnataka";"India";"2022-03-05";"2026-01-30";27;33479.19;"Premium";"1";48;1239.97
"N0203";"qadim";"bajaj";"1966-09-17";"Male";"qadim.bajaj@gmail.com";"7625442860";"Delhi";"Tamil Nadu";"India";"2024-01-01";"2025-06-30";4;103047.68;"VIP";"0";59;25761.92
"N0204";"meghana";"sarin";"1983-12-20";"Male";"meghana.sarin@gmail.com";"7608621063";"Kolkata";"West Bengal";"India";"2025-06-05";"2026-06-08";17;75903.79;"VIP";"0";42;4464.93
"N0205";"balvan";"sha";"1982-08-24";"Female";"balvan.sha@gmail.com";"6444815836";"Kolkata";"West Bengal";"India";"2025-02-13";"2025-03-15";42;57618.84;"VIP";"1";43;1371.88
"N0206";"radhika";"khurana";"1983-02-04";"Female";"radhika.khurana@gmail.com";"7684594112";"Bangalore";"Karnataka";"India";"2023-05-26";"2025-10-06";2;58827.15;"VIP";"1";43;29413.58
"N0207";"kavya";"setty";"1977-09-19";"Male";"kavya.setty@gmail.com";"8696628430";"Delhi";"Delhi";"India";"2024-01-03";"2025-12-30";11;100224.97;"VIP";"1";48;9111.36
"N0208";"farhan";"maharaj";"1984-08-21";"Male";"farhan.maharaj@gmail.com";"9931278521";"Bangalore";"Karnataka";"India";"2022-05-30";"2026-02-14";39;52518.42;"VIP";"1";41;1346.63
"N0209";"kashish";"dass";"2006-04-15";"Male";"kashish.dass@gmail.com";"6555466541";"Bangalore";"Karnataka";"India";"2023-02-22";"2025-11-21";21;59352.75;"VIP";"1";20;2826.32
"N0210";"tanmayi";"prakash";"1996-04-19";"Male";"tanmayi.prakash@gmail.com";"6132157457";"Hyderabad";"Telangana";"India";"2022-12-05";"2026-02-01";40;41065.76;"Premium";"1";30;1026.64
"N0211";"lajita";"lata";"2005-09-07";"Male";"lajita.lata@gmail.com";"9732390254";"Hyderabad";"Telangana";"India";"2021-11-25";"2025-08-04";2;65962.22;"VIP";"0";20;32981.11
"N0212";"tara";"wali";"1989-11-14";"Female";"tara.wali@gmail.com";"8876856104";"Madurai";"Tamil Nadu";"India";"2022-02-12";"2025-07-30";3;18068.95;"Premium";"0";36;6022.98
"N0213";"jalsa";"morar";"1984-08-12";"Female";"jalsa.morar213@example.com";"8657250157";"Pune";"Maharashtra";"India";"2022-03-10";"2025-09-10";38;18397.46;"Premium";"1";41;484.14
"N0214";"logan";"dutta";"1962-02-24";"Female";"logan.dutta@gmail.com";"7365346103";"Coimbatore";"Tamil Nadu";"India";"2024-06-29";"2026-01-27";12;14249.22;"Premium";"0";64;1187.44
"N0215";"idika";"verma";"1979-08-02";"Male";"idika.verma215@example.com";"6859914080";"Delhi";"Delhi";"India";"2024-10-25";"2025-07-06";41;88767.66;"VIP";"0";46;2165.06
"N0216";"advik";"barman";"1973-01-09";"Male";"advik.barman@gmail.com";"9000000215";"Pune";"Maharashtra";"India";"2023-12-09";"2026-04-01";43;103899.75;"VIP";"0";53;2416.27
"N0217";"pranit";"sibal";"1975-04-25";"Female";"pranit.sibal@gmail.com";"8638074981";"Kolkata";"West Bengal";"India";"2024-07-07";"2026-05-15";20;46779.27;"VIP";"1";51;2338.96
"N0218";"chakradev";"kala";"2001-09-21";"Male";"chakradev.kala@gmail.com";"8933409862";"Pune";"Maharashtra";"India";"2025-02-24";"2025-11-27";10;87897.32;"VIP";"0";24;8789.73
"N0219";"janya";"das";"1973-10-12";"Male";"janya.das@gmail.com";"8695319305";"Coimbatore";"Tamil Nadu";"India";"2023-05-31";"2025-12-29";11;68165.18;"VIP";"0";52;6196.83
"N0220";"saksham";"padmanabhan";"1974-09-23";"Male";"saksham.padmanabhan@gmail.com";"9000000219";"Kolkata";"West Bengal";"India";"2022-04-23";"2025-09-26";24;64229.27;"VIP";"1";51;2676.22
"N0221";"priya";"chaudhry";"1986-08-29";"Male";"priya.chaudhry@gmail.com";"7711656200";"Chennai";"Tamil Nadu";"India";"2022-05-28";"2025-10-11";46;68570.85;"VIP";"0";39;1490.67
"N0222";"varenya";"pant";"1961-06-20";"Male";"varenya.pant@gmail.com";"8635356273";"Chennai";"Tamil Nadu";"India";"2022-04-09";"2026-01-17";50;32758.17;"Premium";"1";64;655.16
"N0223";"qabil";"loyal";"1970-01-06";"Male";"qabil.loyal@gmail.com";"7165565989";"Delhi";"Delhi";"India";"2025-03-30";"2026-01-25";29;44829.08;"VIP";"1";56;1545.83
"N0224";"advika";"dora";"1993-11-27";"Female";"advika.dora@gmail.com";"7662827208";"Hyderabad";"Telangana";"India";"2024-09-03";"2026-04-17";9;76047.86;"VIP";"1";32;8449.76
"N0225";"reyansh";"krishnan";"1996-04-03";"Male";"reyansh.krishnan@gmail.com";"6114165290";"Pune";"Maharashtra";"India";"2025-01-23";"2025-11-02";2;90985.71;"VIP";"1";30;45492.86
"N0226";"lila";"gole";"1983-07-08";"Male";"lila.gole@gmail.com";"8596447992";"Hyderabad";"Telangana";"India";"2023-02-11";"2026-04-10";46;115616.08;"VIP";"0";42;2513.39
"N0227";"geetika";"gulati";"1978-08-08";"Male";"geetika.gulati@gmail.com";"7819648545";"Madurai";"Tamil Nadu";"India";"2021-11-26";"2025-10-05";12;45562.25;"VIP";"0";47;3796.85
"N0228";"nisha";"mukherjee";"1988-07-31";"Male";"nisha.mukherjee@gmail.com";"6325787792";"Delhi";"Delhi";"India";"2021-10-05";"2025-10-15";3;95468.73;"VIP";"1";37;31822.91
"N0229";"veda";"dhaliwal";"1992-07-25";"Male";"veda.dhaliwal229@example.com";"6709061843";"Madurai";"Tamil Nadu";"India";"2022-12-31";"2026-03-12";2;29717.3;"Premium";"1";33;14858.65
"N0230";"christopher";"kari";"1996-01-31";"Female";"christopher.kari@gmail.com";"12345";"Hyderabad";"Telangana";"India";"2021-11-05";"2025-10-28";30;81174.36;"VIP";"0";30;2705.81
"N0231";"jairaj";"ratta";"1973-11-07";"Male";"jairaj.ratta@gmail.com";"7399744676";"Coimbatore";"Tamil Nadu";"India";"2023-08-31";"2025-12-29";13;9771.79;"Regular";"0";52;751.68
"N0232";"mitali";"singhal";"1970-03-17";"Male";"mitali.singhal@gmail.com";"6172767406";"Delhi";"Telangana";"India";"2023-03-01";"2025-06-15";31;34245.37;"Premium";"1";56;1104.69
"N0233";"zashil";"palla";"1965-03-03";"Male";"zashil.palla233@example.com";"9359775339";"Chennai";"Tamil Nadu";"India";"2022-11-13";"2025-07-11";35;93957.29;"VIP";"0";61;2684.49
"N0234";"netra";"hayer";"2003-06-14";"Male";"netra.hayer@gmail.com";"9024499418";"Delhi";"Tamil Nadu";"India";"2024-05-24";"2025-12-22";25;21844.43;"Premium";"0";23;873.78
"N0235";"zaid";"mann";"1992-09-16";"Male";"zaid.mann@gmail.com";"7384642419";"Bangalore";"Karnataka";"India";"2023-02-18";"2026-02-28";19;26188.76;"Premium";"1";33;1378.36
"N0236";"rohan";"devan";"1972-01-12";"Male";"rohan.devan@gmail.com";"8516109608";"Delhi";"Delhi";"India";"2023-01-03";"2025-09-05";8;38505.82;"Premium";"1";54;4813.23
"N0237";"ucchal";"bassi";"2005-12-10";"Male";"ucchal.bassi@gmail.com";"7034587504";"Hyderabad";"Telangana";"India";"2024-06-06";"2026-05-02";14;49907.33;"VIP";"0";20;3564.81
"N0238";"charvi";"mittal";"1971-09-19";"Female";"charvi.mittal@gmail.com";"8547372696";"Hyderabad";"Telangana";"India";"2023-06-27";"2025-10-09";18;30165.61;"Premium";"0";54;1675.87
"N0239";"wazir";"dalal";"1980-06-12";"Female";"wazir.dalal@gmail.com";"7767156581";"Hyderabad";"Telangana";"India";"2022-06-08";"2026-06-04";32;70058.78;"VIP";"0";46;2189.34
"N0240";"hema";"rajan";"1981-07-30";"Female";"hema.rajan@gmail.com";"8591676764";"Madurai";"Tamil Nadu";"India";"2021-09-07";"2026-05-19";13;10572.27;"Regular";"0";44;813.25
"N0241";"vanya";"desai";"2004-04-11";"Male";"vanya.desai@gmail.com";"6216798150";"Mumbai";"Maharashtra";"India";"2021-08-22";"2025-08-08";18;14434.24;"Premium";"1";22;801.9
"N0242";"ikbal";"om";"2006-08-12";"Male";"ikbal.om@gmail.com";"6538319054";"Delhi";"Delhi";"India";"2021-10-21";"2026-03-15";45;69625.99;"VIP";"1";19;1547.24
"N0243";"saumya";"chawla";"1968-12-10";"Male";"saumya.chawla@gmail.com";"8634499162";"Hyderabad";"Telangana";"India";"2022-12-05";"2026-03-02";32;118076.33;"VIP";"0";57;3689.89
"N0244";"yamini";"khalsa";"1987-08-01";"Male";"yamini.khalsa@gmail.com";"8222909502";"Chennai";"Tamil Nadu";"India";"2022-09-23";"2025-10-02";35;118365.3;"VIP";"0";38;3381.87
"N0245";"jagvi";"pall";"1977-05-01";"Female";"jagvi.pall@gmail.com";"6074861486";"Hyderabad";"Telangana";"India";"2022-09-05";"2025-07-20";21;103210.92;"VIP";"0";49;4914.81
"N0246";"darsh";"deo";"1986-07-25";"Male";"darsh.deo@gmail.com";"6673856995";"Pune";"Maharashtra";"India";"2023-08-14";"2026-02-09";37;38826.58;"Premium";"0";39;1049.37
"N0247";"bimala";"dara";"1996-02-03";"Male";"bimala.dara@gmail.com";"8820338714";"Coimbatore";"Tamil Nadu";"India";"2023-03-29";"2026-01-13";28;91846.61;"VIP";"0";30;3280.24
"N0248";"bakhshi";"palla";"1979-12-29";"Male";"bakhshi.palla@gmail.com";"6073632453";"Chennai";"Tamil Nadu";"India";"2024-02-11";"2026-06-07";24;60111.56;"VIP";"0";46;2504.65
"N0249";"aachal";"sule";"1975-08-12";"Female";"aachal.sule@gmail.com";"6744201437";"Chennai";"Tamil Nadu";"India";"2023-06-03";"2025-12-24";16;35817.63;"Premium";"1";50;2238.6
"N0250";"neel";"sethi";"1999-11-18";"Female";"neel.sethi@gmail.com";"8192185563";"Madurai";"Tamil Nadu";"India";"2022-02-01";"2025-06-19";29;21114.27;"Premium";"0";26;728.08
"N0251";"mekhala";"loke";"1976-01-09";"Male";"mekhala.loke@gmail.com";"12345";"Chennai";"Tamil Nadu";"India";"2024-01-29";"2024-02-28";25;19884.74;"Premium";"1";50;795.39
"N0252";"dalbir";"chadha";"2006-03-19";"Female";"dalbir.chadha@gmail.com";"6507410190";"Mumbai";"Maharashtra";"India";"2022-06-10";"2025-09-24";6;50536.61;"VIP";"1";20;8422.77
"N0253";"damyanti";"bahri";"2005-11-27";"Female";"damyanti.bahri253@example.com";"7851480216";"Chennai";"Tamil Nadu";"India";"2023-05-07";"2025-08-04";15;50972.5;"VIP";"1";20;3398.17
"N0254";"gaurika";"sandhu";"1980-08-20";"Female";"gaurika.sandhu@gmail.com";"8068200968";"Kolkata";"West Bengal";"India";"2025-05-15";"2025-08-28";29;81853.55;"VIP";"0";45;2822.54
"N0255";"bhavika";"chokshi";"1975-03-28";"Female";"bhavika.chokshi@gmail.com";"8325796096";"Coimbatore";"Tamil Nadu";"India";"2022-11-30";"2026-02-19";30;75942.51;"VIP";"1";51;2531.42
"N0256";"janani";"parikh";"1986-02-28";"Male";"janani.parikh@gmail.com";"7625074354";"Delhi";"Delhi";"India";"2025-04-01";"2025-08-30";14;31643.44;"Premium";"1";40;2260.25
"N0257";"chakradev";"ahluwalia";"1972-07-05";"Male";"chakradev.ahluwalia@gmail.com";"7160371916";"Kolkata";"West Bengal";"India";"2024-02-07";"2025-09-18";14;105847.61;"VIP";"1";53;7560.54
"N0258";"eiravati";"pai";"1990-03-06";"Female";"eiravati.pai@gmail.com";"9427166163";"Delhi";"Delhi";"India";"2022-06-11";"2025-08-27";5;7024.49;"Regular";"1";36;1404.9
"N0259";"nitara";"ramaswamy";"1968-01-06";"Male";"nitara.ramaswamy@gmail.com";"7014808146";"Bangalore";"Karnataka";"India";"2022-10-05";"2026-05-14";13;51888.89;"VIP";"0";58;3991.45
"N0260";"nathan";"murthy";"2001-10-09";"Female";"nathan.murthy@gmail.com";"8414606959";"Delhi";"Delhi";"India";"2025-05-11";"2025-11-21";30;25915.07;"Premium";"0";24;863.84
"N0261";"vritti";"chhabra";"1980-04-04";"Female";"vritti.chhabra@gmail.com";"6528476373";"Pune";"Maharashtra";"India";"2025-03-26";"2026-06-04";8;60705.69;"VIP";"1";46;7588.21
"N0262";"madhavi";"talwar";"2006-06-12";"Male";"madhavi.talwar262@example.com";"8668992732";"Bangalore";"Karnataka";"India";"2025-01-05";"2026-03-28";46;5252.83;"Regular";"0";20;114.19
"N0263";"ronith";"sen";"2005-09-02";"Male";"ronith.sen@gmail.com";"8780287861";"Kolkata";"West Bengal";"India";"2023-03-02";"2025-08-10";1;113200.92;"VIP";"1";20;113200.92
"N0264";"advika";"lalla";"1982-12-12";"Male";"advika.lalla@gmail.com";"9838899532";"Coimbatore";"Tamil Nadu";"India";"2023-08-29";"2026-03-04";14;36169.77;"Premium";"0";43;2583.56
"N0265";"charvi";"sha";"1990-02-21";"Male";"charvi.sha@gmail.com";"9444285385";"Hyderabad";"Telangana";"India";"2022-12-01";"2026-02-25";18;97692.91;"VIP";"1";36;5427.38
"N0266";"naksh";"chhabra";"1970-12-20";"Male";"naksh.chhabra@gmail.com";"7326327255";"Hyderabad";"Telangana";"India";"2023-07-01";"2025-12-25";10;111126.97;"VIP";"1";55;11112.7
"N0267";"nandini";"pillai";"1989-12-05";"Female";"nandini.pillai@gmail.com";"8421593557";"Coimbatore";"Tamil Nadu";"India";"2023-04-28";"2026-03-26";14;104952.12;"VIP";"0";36;7496.58
